ert5_an_wen
2.000
1
84
1
1
Phase	Angle
mrad
0.0	4.16
3.000	2.000	0.132	1.095
5.000	2.000	0.146	38.711
7.000	2.000	0.146	-75.598
9.000	2.000	0.149	-34.729
11.000	2.000	0.144	27.386
13.000	2.000	0.155	36.222
15.000	2.000	0.170	-46.695
17.000	2.000	0.173	-98.633
19.000	2.000	0.159	-105.678
21.000	2.000	0.147	25.565
23.000	2.000	0.145	4.771
25.000	2.000	0.136	9.413
27.000	2.000	0.139	-25.989
29.000	2.000	0.152	-77.777
31.000	2.000	0.170	97.737
33.000	2.000	0.216	-88.347
35.000	2.000	0.175	162.706
37.000	2.000	0.216	-48.555
39.000	2.000	0.247	-50.944
41.000	2.000	0.225	35.534
43.000	2.000	0.257	-40.096
6.000	4.000	0.195	-1.031
8.000	4.000	0.203	2.784
10.000	4.000	0.208	-3.318
12.000	4.000	0.234	-25.161
14.000	4.000	0.224	0.730
16.000	4.000	0.224	12.931
18.000	4.000	0.208	14.158
20.000	4.000	0.211	71.382
22.000	4.000	0.207	75.367
24.000	4.000	0.214	-42.121
26.000	4.000	0.210	-4.310
28.000	4.000	0.209	77.367
30.000	4.000	0.222	-11.681
32.000	4.000	0.264	-1.049
34.000	4.000	0.275	6.944
36.000	4.000	0.274	2.251
38.000	4.000	0.288	-0.218
40.000	4.000	0.331	26.472
9.000	6.000	0.225	2.760
11.000	6.000	0.226	19.040
13.000	6.000	0.226	17.384
15.000	6.000	0.221	151.428
17.000	6.000	0.235	35.897
19.000	6.000	0.238	1.345
21.000	6.000	0.246	23.021
23.000	6.000	0.242	27.366
25.000	6.000	0.226	61.155
27.000	6.000	0.208	76.567
29.000	6.000	0.237	27.113
31.000	6.000	0.289	-1.955
33.000	6.000	0.358	-2.107
35.000	6.000	0.380	7.190
37.000	6.000	0.399	9.580
12.000	8.000	0.253	-6.967
14.000	8.000	0.255	-20.197
16.000	8.000	0.262	-20.624
18.000	8.000	0.284	-31.993
20.000	8.000	0.291	59.255
22.000	8.000	0.276	12.020
24.000	8.000	0.274	7.697
26.000	8.000	0.277	30.581
28.000	8.000	0.294	36.025
30.000	8.000	0.332	48.936
32.000	8.000	0.381	38.535
34.000	8.000	0.438	27.472
15.000	10.000	0.314	-16.988
17.000	10.000	0.317	-21.612
19.000	10.000	0.286	59.890
21.000	10.000	0.293	-23.281
23.000	10.000	0.311	4.146
25.000	10.000	0.316	4.172
27.000	10.000	0.355	17.066
29.000	10.000	0.378	-1.664
31.000	10.000	0.439	23.956
18.000	12.000	0.381	118.700
20.000	12.000	0.404	200.859
22.000	12.000	0.372	5.072
24.000	12.000	0.371	-5.887
26.000	12.000	0.399	1.323
28.000	12.000	0.433	-3.045
21.000	14.000	0.428	2.567
23.000	14.000	0.428	-16.653
25.000	14.000	0.452	-3.694
2	
24	
0	-9.75031144048914
2	-9.74947523604182
4	-9.75730677510289
6	-9.75601948162405
8	-9.76222242497763
10	-9.7673946951619
12	-9.76530225074541
14	-9.76734976142634
16	-9.76371522533773
18	-9.76708144360966
20	-9.76216460378491
22	-9.75931689837244
24	-9.75000000258527
26	-9.75000000149538
28	-9.7500000003304
30	-9.74040818950691
32	-9.65913663264564
34	-9.64058204134302
36	-9.60448486404806
38	-9.55596594964917
40	-9.43838829275011
42	-7.91341191365574
44	-7.21474124313735
46	-5.6806057604143
1	
Global Coordinates present		
Number of coordinate points		
24		
Local	Longitude	Latitude
0	378911.505891468	4831475.80748388
2	378910.728400811	4831473.96479338
4	378909.950910155	4831472.12210288
6	378909.173419499	4831470.27941238
8	378908.395928842	4831468.43672188
10	378907.618438186	4831466.59403138
12	378906.84094753	4831464.75134088
14	378906.063456873	4831462.90865038
16	378905.285966217	4831461.06595988
18	378904.508475561	4831459.22326938
20	378903.730984904	4831457.38057888
22	378902.953494248	4831455.53788838
24	378902.176003592	4831453.69519788
26	378901.398512935	4831451.85250738
28	378900.621022279	4831450.00981688
30	378899.843531623	4831448.16712638
32	378899.066040966	4831446.32443588
34	378898.28855031	4831444.48174538
36	378897.511059654	4831442.63905488
38	378896.733568997	4831440.79636438
40	378895.956078341	4831438.95367388
42	378895.178587684	4831437.11098338
44	378894.401097028	4831435.26829288
46	378893.623606372	4831433.42560238
0		
1
0.2 50
-100 200
0
1
0
0
0
0		
0		
